7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1583293980, +3.43, +16.945, +46.15055, +1035.000, -28.000, +246.000
1583294040, +3.43, +16.937, +46.33944, +1036.000, -26.000, +243.000
1583294100, +3.43, +16.954, +46.29919, +1036.000, -32.000, +246.000
1583294160, +3.43, +16.928, +46.24345, +1039.000, -29.000, +240.000
1583294220, +3.43, +16.954, +46.28680, +1036.000, -26.000, +243.000
1583294280, +3.43, +16.937, +46.55620, +1036.000, -32.000, +240.000
1583294340, +3.43, +16.954, +46.08862, +1039.000, -25.000, +240.000
1583294400, +3.43, +16.962, +27.97980, +1031.000, -26.000, +246.000
1583294460, +3.43, +16.937, +22.62271, +1044.000, -24.000, +240.000
1583294520, +3.43, +16.928, +23.01288, +1040.000, -24.000, +240.000
1583294580, +3.43, +16.911, +23.03456, +1043.000, -26.000, +240.000
1583294640, +3.43, +16.945, +23.31015, +1036.000, -29.000, +243.000
1583294700, +3.43, +16.962, +22.99740, +1040.000, -26.000, +240.000
1583294760, +3.43, +16.962, +22.61032, +1039.000, -26.000, +240.000
1583294820, +3.43, +16.962, +22.90760, +1036.000, -32.000, +243.000
1583294880, +3.43, +16.954, +22.91998, +1036.000, -32.000, +240.000
1583294940, +3.43, +16.954, +23.04694, +1038.000, -29.000, +243.000
1583295000, +3.43, +16.937, +22.96333, +1039.000, -26.000, +243.000
1583295060, +3.43, +16.954, +23.07171, +1036.000, -29.000, +243.000
1583295120, +3.43, +16.937, +22.73419, +1032.000, -29.000, +248.000
1583295180, +3.43, +16.920, +22.92617, +1039.000, -28.000, +244.000
1583295240, +3.43, +16.911, +23.45569, +1039.000, -29.000, +240.000
1583295300, +3.43, +16.928, +23.08720, +1039.000, -26.000, +243.000
1583295360, +3.43, +16.894, +22.60413, +1046.000, -24.000, +240.000
1583295420, +3.43, +16.894, +22.76825, +1036.000, -26.000, +243.000
1583295480, +3.43, +16.903, +23.07791, +1038.000, -26.000, +244.000
1583295540, +3.43, +16.903, +22.98191, +1043.000, -25.000, +240.000
1583295600, +3.43, +16.903, +23.04385, +1036.000, -28.000, +246.000
1583295660, +3.43, +16.886, +23.02217, +1033.000, -29.000, +244.000
1583295720, +3.43, +16.877, +23.00359, +1043.000, -25.000, +240.000
1583295780, +3.43, +16.886, +22.93546, +1039.000, -28.000, +240.000
1583295840, +3.43, +16.894, +22.97882, +1038.000, -29.000, +244.000
1583295900, +3.43, +16.903, +23.12436, +1043.000, -24.000, +240.000
1583295960, +3.43, +16.894, +23.11507, +1040.000, -29.000, +240.000
1583296020, +3.43, +16.911, +22.88282, +1038.000, -26.000, +241.000
1583296080, +3.43, +16.886, +23.10268, +1040.000, -26.000, +246.000
1583296140, +3.43, +16.886, +23.10887, +1040.000, -29.000, +240.000
1583296200, +3.43, +16.877, +23.05933, +1032.000, -31.000, +248.000
1583296260, +3.43, +16.886, +22.86734, +1036.000, -28.000, +243.000
1583296320, +3.43, +16.860, +23.09029, +1040.000, -26.000, +240.000
1583296380, +3.43, +16.894, +23.03765, +1041.000, -29.000, +240.000
1583296440, +3.43, +16.894, +22.70632, +1043.000, -25.000, +241.000
1583296500, +3.43, +16.894, +22.88592, +1038.000, -28.000, +244.000
1583296560, +3.43, +16.869, +22.84257, +1040.000, -28.000, +240.000
1583296620, +3.43, +16.877, +23.04075, +1039.000, -28.000, +243.000
1583296680, +3.43, +16.903, +22.92927, +1043.000, -26.000, +240.000
1583296740, +3.43, +16.886, +22.92927, +1033.000, -28.000, +248.000
1583296800, +3.43, +16.886, +22.79922, +1039.000, -29.000, +243.000
1583296860, +3.43, +16.911, +22.99120, +1032.000, -26.000, +243.000
1583296920, +3.43, +16.877, +22.94475, +1039.000, -25.000, +240.000
1583296980, +3.43, +16.877, +22.91069, +1039.000, -26.000, +240.000
1583297040, +3.43, +16.877, +22.89211, +1041.000, -26.000, +240.000
1583297100, +3.43, +16.877, +22.89831, +1039.000, -26.000, +240.000
1583297160, +3.43, +16.869, +22.85495, +1041.000, -26.000, +240.000
1583297220, +3.43, +16.886, +23.00669, +1040.000, -26.000, +243.000
1583297280, +3.43, +16.860, +23.13984, +1040.000, -29.000, +243.000
1583297340, +3.43, +16.894, +22.98191, +1039.000, -26.000, +240.000
1583297400, +3.43, +16.894, +23.07791, +1039.000, -28.000, +243.000
1583297460, +3.43, +16.877, +22.93546, +1040.000, -26.000, +243.000
1583297520, +3.43, +16.877, +22.78683, +1036.000, -28.000, +248.000
1583297580, +3.43, +16.886, +22.86115, +1032.000, -32.000, +243.000
1583297640, +3.43, +16.877, +23.00049, +1027.000, -29.000, +248.000
1583297700, +3.43, +16.869, +23.16461, +1036.000, -32.000, +248.000
1583297760, +3.43, +16.877, +22.83637, +1036.000, -29.000, +244.000
1583297820, +3.43, +16.869, +23.19248, +1032.000, -26.000, +248.000
1583297880, +3.43, +16.869, +22.69083, +1040.000, -26.000, +243.000
1583297940, +3.43, +16.877, +23.06242, +1039.000, -26.000, +240.000
1583298000, +3.43, +16.877, +20.57896, +1032.000, -28.000, +248.000
1583298060, +3.43, +16.903,  +3.74903, +1031.000, -29.000, +243.000
1583298120, +3.43, +16.894,  +3.73665, +1039.000, -28.000, +243.000
1583298180, +3.43, +16.877,  +3.84193, +1039.000, -24.000, +241.000
1583298240, +3.43, +16.877,  +3.83574, +1039.000, -29.000, +240.000
1583298300, +3.43, +16.877,  +3.53847, +1033.000, -29.000, +244.000
1583298360, +3.43, +16.894,  +3.83574, +1043.000, -25.000, +240.000
1583298420, +3.43, +16.894,  +3.72426, +1036.000, -31.000, +243.000
1583298480, +3.43, +16.894,  +3.77071, +1032.000, -28.000, +248.000
1583298540, +3.43, +16.886,  +3.80787, +1033.000, -26.000, +248.000
1583298600, +3.43, +16.877,  +3.63136, +1038.000, -32.000, +241.000
1583298660, +3.43, +16.894,  +3.73974, +1036.000, -32.000, +246.000
1583298720, +3.43, +16.877,  +3.81097, +1044.000, -24.000, +240.000
1583298780, +3.43, +16.877,  +3.67162, +1041.000, -26.000, +240.000
1583298840, +3.43, +16.886,  +3.74594, +1043.000, -26.000, +240.000
1583298900, +3.43, +16.903,  +3.57872, +1025.000, -32.000, +248.000
1583298960, +3.43, +16.903,  +3.64685, +1039.000, -31.000, +240.000
1583299020, +3.43, +16.886,  +3.72426, +1040.000, -29.000, +240.000
1583299080, +3.43, +16.869,  +3.52918, +1038.000, -28.000, +243.000
1583299140, +3.43, +16.877,  +3.77381, +1033.000, -32.000, +244.000
1583299200, +3.43, +16.886,  +3.90386, +1040.000, -28.000, +240.000
1583299260, +3.43, +16.852,  +3.71807, +1038.000, -24.000, +241.000
1583299320, +3.43, +16.860,  +3.53537, +1040.000, -25.000, +236.000
1583299380, +3.43, +16.877,  +3.43009, +1040.000, -25.000, +243.000
1583299440, +3.43, +16.886,  +3.39602, +1039.000, -25.000, +243.000
1583299500, +3.43, +16.894,  +4.02773, +1041.000, -28.000, +243.000
1583299560, +3.43, +16.886,  +3.63136, +1039.000, -32.000, +240.000
1583299620, +3.43, +16.877,  +3.74284, +1038.000, -29.000, +243.000
1583299680, +3.43, +16.886,  +3.51369, +1039.000, -29.000, +240.000
1583299740, +3.43, +16.886,  +3.54156, +1039.000, -28.000, +240.000
1583299800, +3.43, +16.886,  +3.89767, +1036.000, -28.000, +240.000
1583299860, +3.43, +16.886,  +3.64685, +1027.000, -29.000, +248.000
1583299920, +3.43, +16.894,  +3.92554, +1040.000, -28.000, +240.000
1583299980, +3.43, +16.886,  +3.71187, +1041.000, -29.000, +236.000
1583300040, +3.43, +16.894,  +3.50750, +1040.000, -26.000, +240.000
1583300100, +3.43, +16.877,  +3.28145, +1040.000, -29.000, +240.000
1583300160, +3.43, +16.860,  +3.54466, +1043.000, -25.000, +240.000
1583300220, +3.43, +16.903,  +3.79858, +1043.000, -26.000, +240.000
1583300280, +3.43, +16.886,  +3.67162, +1043.000, -26.000, +240.000
1583300340, +3.43, +16.894,  +3.51369, +1038.000, -31.000, +246.000
1583300400, +3.43, +16.920,  +3.48582, +1041.000, -26.000, +240.000
1583300460, +3.43, +16.911,  +3.71497, +1039.000, -26.000, +240.000
1583300520, +3.43, +16.920,  +4.02153, +1033.000, -29.000, +252.000
1583300580, +3.43, +16.920,  +3.76761, +1039.000, -32.000, +246.000
1583300640, +3.43, +16.928,  +3.67162, +1039.000, -29.000, +243.000
1583300700, +3.43, +16.945,  +3.77381, +1039.000, -26.000, +241.000
1583300760, +3.43, +16.928,  +3.47344, +1031.000, -28.000, +243.000
1583300820, +3.43, +16.945,  +3.67472, +1039.000, -26.000, +240.000
1583300880, +3.43, +16.920,  +3.77690, +1036.000, -29.000, +240.000
1583300940, +3.43, +16.928,  +3.55395, +1041.000, -28.000, +240.000
1583301000, +3.43, +16.945,  +3.70258, +1043.000, -26.000, +241.000
1583301060, +3.43, +16.954,  +3.80168, +1036.000, -28.000, +244.000
1583301120, +3.43, +16.962,  +3.91625, +1038.000, -26.000, +248.000
1583301180, +3.43, +16.945,  +3.52608, +1043.000, -25.000, +236.000
1583301240, +3.43, +16.954,  +3.82954, +1038.000, -31.000, +240.000
1583301300, +3.43, +16.945,  +3.70258, +1033.000, -31.000, +243.000
1583301360, +3.43, +16.945,  +3.73355, +1043.000, -25.000, +238.000
1583301420, +3.43, +16.920,  +3.90696, +1038.000, -28.000, +240.000
1583301480, +3.43, +16.945,  +3.79858, +1039.000, -28.000, +240.000
1583301540, +3.43, +16.945,  +3.69020, +1041.000, -28.000, +243.000
1583301600, +3.43, +16.928, +18.01809, +1043.000, -25.000, +238.000
1583301660, +3.43, +16.962, +46.38279, +1040.000, -26.000, +240.000
1583301720, +3.43, +16.954, +46.56549, +1040.000, -25.000, +240.000
1583301780, +3.43, +16.954, +46.72652, +1043.000, -29.000, +243.000
1583301840, +3.43, +16.937, +46.43234, +1039.000, -31.000, +241.000
1583301900, +3.43, +16.928, +46.26512, +1039.000, -28.000, +246.000
1583301960, +3.43, +16.945, +46.59336, +1036.000, -26.000, +246.000
1583302020, +3.43, +16.920, +46.28370, +1032.000, -26.000, +243.000
1583302080, +3.43, +16.945, +46.22177, +1039.000, -28.000, +240.000
1583302140, +3.43, +16.937, +46.43853, +1040.000, -26.000, +240.000
1583302200, +3.43, +16.954, +46.13507, +1038.000, -28.000, +248.000
1583302260, +3.43, +16.971, +46.52833, +1039.000, -28.000, +241.000
1583302320, +3.43, +16.945, +46.33325, +1038.000, -26.000, +240.000
1583302380, +3.43, +16.979, +46.52833, +1033.000, -29.000, +246.000
1583302440, +3.43, +16.971, +46.28370, +1039.000, -25.000, +240.000
1583302500, +3.43, +16.954, +46.20010, +1039.000, -26.000, +246.000
1583302560, +3.43, +16.937, +46.46950, +1036.000, -28.000, +246.000
1583302620, +3.43, +16.937, +46.01120, +1033.000, -32.000, +248.000
1583302680, +3.43, +16.937, +46.31467, +1043.000, -24.000, +240.000
1583302740, +3.43, +16.945, +46.26203, +1039.000, -29.000, +238.000
1583302800, +3.43, +16.945, +45.77896, +1040.000, -26.000, +240.000
1583302860, +3.43, +16.962, +46.04527, +1036.000, -26.000, +246.000
1583302920, +3.43, +16.954, +46.16913, +1032.000, -29.000, +243.000
1583302980, +3.43, +16.954, +46.17532, +1033.000, -32.000, +244.000
1583303040, +3.43, +16.954, +46.38589, +1032.000, -32.000, +248.000
1583303100, +3.43, +16.954, +46.09172, +1031.000, -29.000, +248.000
1583303160, +3.43, +16.954, +46.38279, +1036.000, -24.000, +243.000
1583303220, +3.43, +16.937, +46.08862, +1039.000, -32.000, +244.000
1583303280, +3.43, +16.945, +46.37970, +1039.000, -28.000, +243.000
1583303340, +3.43, +16.954, +46.22487, +1027.000, -32.000, +246.000
1583303400, +3.43, +16.954, +46.23416, +1043.000, -26.000, +240.000
1583303460, +3.43, +16.971, +46.00811, +1043.000, -26.000, +240.000
1583303520, +3.43, +16.962, +45.97095, +1036.000, -32.000, +244.000
1583303580, +3.43, +16.945, +46.16603, +1036.000, -28.000, +243.000
1583303640, +3.43, +16.945, +46.33015, +1043.000, -26.000, +240.000
1583303700, +3.43, +16.954, +45.92450, +1043.000, -26.000, +240.000
1583303760, +3.43, +16.937, +45.52814, +1036.000, -32.000, +243.000
1583303820, +3.43, +16.945, +46.24345, +1036.000, -29.000, +240.000
1583303880, +3.43, +16.954, +46.55620, +1038.000, -29.000, +243.000
1583303940, +3.43, +16.945, +46.14436, +1036.000, -28.000, +241.000
1583304000, +3.43, +16.962, +46.65529, +1036.000, -26.000, +243.000
1583304060, +3.43, +16.945, +46.39828, +1039.000, -32.000, +244.000
1583304120, +3.43, +16.954, +46.20010, +1036.000, -31.000, +243.000
1583304180, +3.43, +16.945, +46.28061, +1043.000, -26.000, +240.000
1583304240, +3.43, +16.937, +45.99572, +1039.000, -28.000, +244.000
1583304300, +3.43, +16.937, +46.48808, +1039.000, -29.000, +240.000
1583304360, +3.43, +16.911, +46.24035, +1036.000, -29.000, +244.000
1583304420, +3.43, +16.928, +46.26512, +1038.000, -29.000, +243.000
1583304480, +3.43, +16.911, +46.40447, +1035.000, -32.000, +244.000
1583304540, +3.43, +16.928, +46.23726, +1039.000, -31.000, +240.000
1583304600, +3.43, +16.894, +46.30228, +1038.000, -26.000, +240.000
1583304660, +3.43, +16.903, +46.29919, +1040.000, -26.000, +240.000
1583304720, +3.43, +16.920, +46.21248, +1038.000, -31.000, +244.000
1583304780, +3.43, +16.894, +46.29609, +1043.000, -26.000, +240.000
1583304840, +3.43, +16.920, +46.12578, +1035.000, -29.000, +243.000
1583304900, +3.43, +16.869, +46.13816, +1039.000, -25.000, +241.000
1583304960, +3.43, +16.903, +46.16913, +1040.000, -24.000, +240.000
1583305020, +3.43, +16.894, +46.42305, +1036.000, -31.000, +246.000
1583305080, +3.43, +16.903, +46.16603, +1041.000, -29.000, +240.000
1583305140, +3.43, +16.903, +46.55620, +1043.000, -26.000, +232.000
1583305200, +3.43, +16.894, +71.49918, +1040.000, -26.000, +240.000
1583305260, +3.43, +16.886, +100.49869, +1039.000, -32.000, +241.000
1583305320, +3.43, +16.886, +100.49249, +1043.000, -29.000, +240.000
1583305380, +3.43, +16.877, +100.73093, +1038.000, -28.000, +246.000
1583305440, +3.43, +16.894, +100.37792, +1040.000, -25.000, +241.000
1583305500, +3.43, +16.903, +100.94150, +1040.000, -25.000, +240.000
1583305560, +3.43, +16.903, +100.57301, +1039.000, -24.000, +243.000
1583305620, +3.43, +16.886, +100.58229, +1040.000, -26.000, +248.000
1583305680, +3.43, +16.911, +100.29431, +1024.000, -32.000, +252.000
1583305740, +3.43, +16.894, +100.40579, +1039.000, -29.000, +240.000
1583305800, +3.43, +16.886, +100.99724, +1036.000, -28.000, +243.000
1583305860, +3.43, +16.886, +100.72474, +1038.000, -31.000, +243.000
1583305920, +3.43, +16.869, +100.76499, +1040.000, -26.000, +240.000
1583305980, +3.43, +16.886, +100.56991, +1040.000, -28.000, +240.000
1583306040, +3.43, +16.877, +100.39650, +1040.000, -26.000, +240.000
1583306100, +3.43, +16.911, +100.41508, +1039.000, -31.000, +244.000
1583306160, +3.43, +16.894, +100.21380, +1032.000, -26.000, +246.000
1583306220, +3.43, +16.920, +100.47391, +1041.000, -28.000, +240.000
1583306280, +3.43, +16.903, +100.52656, +1036.000, -28.000, +248.000
1583306340, +3.43, +16.920, +100.40269, +1030.000, -29.000, +248.000
1583306400, +3.43, +16.928, +100.65661, +1036.000, -29.000, +248.000
1583306460, +3.43, +16.937, +100.69997, +1024.000, -32.000, +243.000
1583306520, +3.43, +16.911, +100.23857, +1040.000, -26.000, +243.000
1583306580, +3.43, +16.911, +100.35315, +1036.000, -31.000, +246.000
1583306640, +3.43, +16.928, +100.77428, +1043.000, -25.000, +240.000
1583306700, +3.43, +16.911, +100.52346, +1025.000, -32.000, +248.000
1583306760, +3.43, +16.945, +100.80525, +1036.000, -29.000, +241.000
1583306820, +3.43, +16.920, +100.44295, +1032.000, -32.000, +243.000
1583306880, +3.43, +16.945, +100.62874, +1036.000, -29.000, +243.000
1583306940, +3.43, +16.954, +100.32528, +1030.000, -32.000, +248.000
1583307000, +3.43, +16.920, +100.29431, +1038.000, -29.000, +240.000
1583307060, +3.43, +16.937, +100.74951, +1039.000, -26.000, +240.000
1583307120, +3.43, +16.928, +100.79596, +1036.000, -26.000, +246.000
1583307180, +3.43, +16.920, +100.46772, +1036.000, -28.000, +248.000
1583307240, +3.43, +16.937, +100.41198, +1038.000, -28.000, +243.000
1583307300, +3.43, +16.971, +100.86718, +1038.000, -29.000, +242.000
1583307360, +3.43, +16.937, +100.90124, +1033.000, -32.000, +248.000
1583307420, +3.43, +16.962, +100.60707, +1031.000, -32.000, +248.000
1583307480, +3.43, +16.954, +99.90105, +1038.000, -26.000, +246.000
1583307540, +3.43, +16.954, +100.93840, +1030.000, -32.000, +241.000
1583307600, +3.43, +16.928, +100.67210, +1036.000, -29.000, +243.000
1583307660, +3.43, +16.945, +100.63494, +1039.000, -28.000, +243.000
1583307720, +3.43, +16.928, +100.78667, +1027.000, -32.000, +248.000
1583307780, +3.43, +16.945, +100.44295, +1038.000, -32.000, +246.000
1583307840, +3.43, +16.937, +100.63494, +1031.000, -32.000, +248.000
1583307900, +3.43, +16.996, +100.30051, +1039.000, -32.000, +240.000
1583307960, +3.43, +16.962, +100.50178, +1036.000, -29.000, +246.000
1583308020, +3.43, +16.954, +100.61016, +1036.000, -29.000, +248.000
1583308080, +3.43, +16.962, +100.66590, +1040.000, -29.000, +240.000
1583308140, +3.43, +16.937, +100.58539, +1032.000, -32.000, +246.000
1583308200, +3.43, +16.954, +100.59468, +1041.000, -28.000, +240.000
1583308260, +3.43, +16.945, +100.14877, +1036.000, -26.000, +246.000
1583308320, +3.43, +16.962, +100.49869, +1039.000, -26.000, +240.000
1583308380, +3.43, +16.954, +100.76809, +1040.000, -25.000, +240.000
1583308440, +3.43, +16.945, +100.39340, +1041.000, -26.000, +240.000
1583308500, +3.43, +16.962, +100.98795, +1036.000, -32.000, +241.000
1583308560, +3.43, +16.962, +100.51107, +1038.000, -29.000, +240.000
1583308620, +3.43, +16.954, +101.15826, +1032.000, -32.000, +246.000
1583308680, +3.43, +16.920, +101.06846, +1036.000, -28.000, +243.000
1583308740, +3.43, +16.937, +100.39340, +1035.000, -32.000, +248.000
1583308800, +3.43, +16.937, +24.18029, +1036.000, -29.000, +248.000
1583308860, +3.43, +16.920,  +0.92185, +1039.000, -31.000, +240.000
1583308920, +3.43, +16.937,  +0.79799, +1036.000, -26.000, +240.000
1583308980, +3.43, +16.937,  +0.80418, +1036.000, -25.000, +246.000
1583309040, +3.43, +16.954,  +0.97140, +1040.000, -26.000, +244.000
1583309100, +3.43, +16.954,  +1.04262, +1038.000, -29.000, +240.000
1583309160, +3.43, +16.937,  +0.80418, +1040.000, -26.000, +240.000
1583309220, +3.43, +16.945,  +0.96830, +1036.000, -28.000, +240.000
1583309280, +3.43, +16.945,  +1.02094, +1028.000, -32.000, +248.000
1583309340, +3.43, +16.945,  +0.71129, +1038.000, -26.000, +241.000
1583309400, +3.43, +16.945,  +1.13242, +1039.000, -24.000, +244.000
1583309460, +3.43, +16.954,  +0.95901, +1043.000, -25.000, +240.000
1583309520, +3.43, +16.954,  +0.89398, +1032.000, -26.000, +243.000
1583309580, +3.43, +16.954,  +1.05501, +1035.000, -26.000, +246.000
1583309640, +3.43, +16.971,  +1.01475, +1036.000, -31.000, +243.000
1583309700, +3.43, +16.945,  +0.74535, +1040.000, -26.000, +238.000
1583309760, +3.43, +16.945,  +0.99617, +1041.000, -25.000, +240.000
1583309820, +3.43, +16.971,  +0.94353, +1039.000, -24.000, +240.000
1583309880, +3.43, +16.937,  +0.88779, +1032.000, -32.000, +246.000
1583309940, +3.43, +16.962,  +0.99927, +1031.000, -29.000, +248.000
1583310000, +3.43, +16.954,  +0.84134, +1040.000, -24.000, +240.000
1583310060, +3.43, +16.962,  +0.90637, +1033.000, -32.000, +243.000
1583310120, +3.43, +16.937,  +0.69271, +1036.000, -29.000, +246.000
1583310180, +3.43, +16.971,  +0.91256, +1040.000, -28.000, +240.000
1583310240, +3.43, +16.954,  +0.88779, +1036.000, -29.000, +246.000
1583310300, +3.43, +16.962,  +1.00856, +1031.000, -29.000, +246.000
1583310360, +3.43, +16.962,  +0.86611, +1038.000, -29.000, +241.000
1583310420, +3.43, +16.920,  +1.20055, +1041.000, -26.000, +240.000
1583310480, +3.43, +16.954,  +0.92185, +1033.000, -29.000, +240.000
1583310540, +3.43, +16.954,  +0.78870, +1032.000, -32.000, +248.000
1583310600, +3.43, +16.928,  +1.08597, +1039.000, -28.000, +244.000
1583310660, +3.43, +16.954,  +0.82586, +1036.000, -26.000, +244.000
1583310720, +3.43, +16.962,  +0.90018, +1036.000, -32.000, +240.000
1583310780, +3.43, +16.962,  +0.82276, +1036.000, -29.000, +243.000
1583310840, +3.43, +16.945,  +0.85373, +1036.000, -26.000, +246.000
1583310900, +3.43, +16.945,  +1.02404, +1039.000, -25.000, +246.000
1583310960, +3.43, +16.945,  +0.95282, +1033.000, -26.000, +243.000
1583311020, +3.43, +16.920,  +0.98998, +1040.000, -25.000, +240.000
1583311080, +3.43, +16.945,  +1.06430, +1040.000, -26.000, +236.000
1583311140, +3.43, +16.962,  +0.90637, +1031.000, -32.000, +246.000
1583311200, +3.43, +16.945,  +1.00856, +1039.000, -29.000, +243.000
1583311260, +3.43, +16.954,  +1.24080, +1036.000, -32.000, +244.000
1583311320, +3.43, +16.937,  +0.83205, +1038.000, -26.000, +240.000
1583311380, +3.43, +16.954,  +0.94353, +1039.000, -29.000, +240.000
1583311440, +3.43, +16.945,  +1.15719, +1036.000, -29.000, +240.000
1583311500, +3.43, +16.937,  +1.03643, +1040.000, -25.000, +240.000
1583311560, +3.43, +16.937,  +0.90018, +1039.000, -26.000, +243.000
1583311620, +3.43, +16.954,  +0.85373, +1040.000, -28.000, +240.000
1583311680, +3.43, +16.954,  +0.64935, +1036.000, -26.000, +240.000
1583311740, +3.43, +16.962,  +0.95592, +1036.000, -29.000, +243.000
1583311800, +3.43, +16.971,  +0.89398, +1033.000, -29.000, +243.000
1583311860, +3.43, +16.945,  +1.04881, +1036.000, -29.000, +243.000
1583311920, +3.43, +16.945,  +0.87850, +1036.000, -29.000, +243.000
1583311980, +3.43, +16.928,  +0.93114, +1038.000, -28.000, +240.000
1583312040, +3.43, +16.928,  +1.16648, +1040.000, -29.000, +240.000
1583312100, +3.43, +16.945,  +1.38944, +1032.000, -28.000, +246.000
1583312160, +3.43, +16.954,  +0.99617, +1031.000, -29.000, +248.000
1583312220, +3.43, +16.954,  +0.94663, +1036.000, -31.000, +246.000
1583312280, +3.43, +16.979,  +1.14171, +1030.000, -28.000, +248.000
1583312340, +3.43, +16.954,  +1.05191, +1038.000, -32.000, +243.000
1583312400, +3.43, +16.962,  +8.00064, +1040.000, -28.000, +240.000
1583312460, +3.43, +16.945, +12.13149, +1038.000, -26.000, +244.000
1583312520, +3.43, +16.945, +12.01691, +1039.000, -28.000, +240.000
1583312580, +3.43, +16.937, +12.32347, +1040.000, -29.000, +240.000
1583312640, +3.43, +16.945, +11.95808, +1039.000, -28.000, +240.000
1583312700, +3.43, +16.962, +12.04478, +1033.000, -28.000, +248.000
1583312760, +3.43, +16.954, +12.17793, +1039.000, -28.000, +248.000
1583312820, +3.43, +16.945, +12.06646, +1039.000, -28.000, +243.000
1583312880, +3.43, +16.971, +12.07575, +1036.000, -32.000, +244.000
1583312940, +3.43, +16.928, +11.74751, +1038.000, -29.000, +240.000
1583313000, +3.43, +16.937, +12.21200, +1039.000, -28.000, +248.000
1583313060, +3.43, +16.937, +12.08504, +1033.000, -32.000, +248.000
1583313120, +3.43, +16.945, +12.32967, +1038.000, -26.000, +246.000
1583313180, +3.43, +16.945, +12.19032, +1036.000, -29.000, +248.000
1583313240, +3.43, +16.945, +12.09742, +1032.000, -26.000, +248.000
1583313300, +3.43, +16.945, +11.98285, +1038.000, -32.000, +240.000
1583313360, +3.43, +16.962, +12.27702, +1038.000, -26.000, +243.000
1583313420, +3.43, +16.928, +12.11910, +1038.000, -28.000, +241.000
1583313480, +3.43, +16.937, +12.02001, +1032.000, -26.000, +244.000
1583313540, +3.43, +16.945, +12.27702, +1039.000, -25.000, +240.000
1583313600, +3.43, +16.937, +12.28322, +1040.000, -26.000, +240.000
1583313660, +3.43, +16.962, +11.72893, +1036.000, -25.000, +243.000
1583313720, +3.43, +16.962, +12.01072, +1039.000, -28.000, +241.000
1583313780, +3.43, +16.962, +11.96737, +1040.000, -29.000, +240.000
1583313840, +3.43, +16.937, +11.96737, +1039.000, -26.000, +243.000
1583313900, +3.43, +16.945, +12.18413, +1040.000, -29.000, +240.000
1583313960, +3.43, +16.937, +12.14697, +1039.000, -26.000, +244.000
1583314020, +3.43, +16.945, +11.94259, +1039.000, -24.000, +243.000
1583314080, +3.43, +16.920, +12.03549, +1039.000, -29.000, +240.000
1583314140, +3.43, +16.920, +12.17793, +1038.000, -29.000, +244.000
1583314200, +3.43, +16.903, +12.12529, +1039.000, -26.000, +243.000
1583314260, +3.43, +16.911, +12.18103, +1043.000, -24.000, +240.000
1583314320, +3.43, +16.911, +12.12839, +1036.000, -24.000, +243.000
1583314380, +3.43, +16.911, +12.27083, +1039.000, -32.000, +246.000
1583314440, +3.43, +16.894, +12.03549, +1039.000, -26.000, +240.000
1583314500, +3.43, +16.911, +12.14077, +1038.000, -26.000, +241.000
1583314560, +3.43, +16.911, +12.12529, +1039.000, -28.000, +240.000
1583314620, +3.43, +16.920, +11.99214, +1031.000, -32.000, +243.000
1583314680, +3.43, +16.903, +12.22748, +1030.000, -29.000, +246.000
1583314740, +3.43, +16.886, +12.08813, +1038.000, -28.000, +240.000
1583314800, +3.43, +16.886, +11.95808, +1039.000, -28.000, +243.000
1583314860, +3.43, +16.903, +12.18413, +1036.000, -28.000, +243.000
1583314920, +3.43, +16.911, +12.07575, +1038.000, -28.000, +240.000
1583314980, +3.43, +16.886, +11.94259, +1038.000, -26.000, +240.000
1583315040, +3.43, +16.911, +11.87447, +1038.000, -29.000, +240.000
1583315100, +3.43, +16.894, +12.07575, +1039.000, -26.000, +243.000
1583315160, +3.43, +16.869, +12.27702, +1040.000, -29.000, +243.000
1583315220, +3.43, +16.852, +12.16864, +1044.000, -25.000, +240.000
1583315280, +3.43, +16.886, +11.94879, +1043.000, -24.000, +240.000
1583315340, +3.43, +16.886, +11.77228, +1043.000, -26.000, +240.000
1583315400, +3.43, +16.877, +12.14077, +1027.000, -31.000, +246.000
1583315460, +3.43, +16.894, +12.00762, +1043.000, -25.000, +240.000
1583315520, +3.43, +16.894, +12.26464, +1039.000, -24.000, +240.000
1583315580, +3.43, +16.894, +12.08194, +1033.000, -29.000, +240.000
1583315640, +3.43, +16.877, +11.94879, +1039.000, -29.000, +243.000
1583315700, +3.43, +16.877, +12.39779, +1046.000, -26.000, +240.000
1583315760, +3.43, +16.886, +12.01381, +1039.000, -24.000, +240.000
1583315820, +3.43, +16.877, +11.96737, +1038.000, -29.000, +243.000
1583315880, +3.43, +16.860, +12.01072, +1033.000, -29.000, +243.000
1583315940, +3.43, +16.903, +11.96427, +1038.000, -28.000, +240.000
1583316000, +3.43, +16.903, +19.19789, +1040.000, -24.000, +240.000
1583316060, +3.43, +16.886, +37.32219, +1036.000, -26.000, +244.000
1583316120, +3.43, +16.877, +37.80836, +1040.000, -29.000, +240.000
1583316180, +3.43, +16.894, +37.76500, +1041.000, -24.000, +240.000
1583316240, +3.43, +16.886, +37.74642, +1036.000, -24.000, +244.000
